T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
45535, -310, 1862, -475, -138390, -434490, 459620
45555, -310, 1997, -627, -264670, -448140, 514360
45575, -305, 1997, -589, -182490, -371070, 675920
45595, -333, 1997, -484, 77140, -291830, 733530
45615, -308, 1997, -615, 120960, -336630, 595840
45635, -222, 1997, -680, -30030, -410760, 490350
45655, -191, 1955, -505, 78890, -354200, 549080
45675, -212, 1724, -325, 339920, -259000, 579320
45695, -201, 1430, -289, 345660, -258720, 492940
45715, -157, 1176, -316, 177380, -311570, 393540
45735, -117, 1006, -304, 127400, -323260, 349860
45755, -105, 915, -241, 248500, -282730, 330260
45775, -113, 818, -160, 376740, -240030, 293300
45795, -111, 619, -95, 372050, -233310, 240030
45815, -98, 399, -65, 249550, -256830, 192780
45835, -80, 240, -51, 115640, -282380, 163870
45855, -68, 201, -54, 37100, -293230, 148260
45875, -76, 341, -83, 6790, -288400, 141190
45895, -101, 650, -155, -9870, -270340, 150500
45915, -144, 867, -209, -50610, -236390, 204260
45935, -194, 964, -235, -117530, -180180, 319970
45955, -231, 1057, -255, -187110, -128380, 436380
45975, -236, 1198, -293, -237440, -117250, 472920
45995, -210, 1471, -386, -256130, -157010, 399770
46015, -186, 1880, -530, -244720, -208880, 284340
46035, -242, 1997, -583, -217420, -198450, 273070
46055, -327, 1997, -542, -195440, -99610, 430360
46075, -309, 1997, -524, -213360, -9100, 589680
46095, -226, 1997, -608, -254240, -39480, 535640
46115, -191, 1997, -626, -242480, -126980, 355320
46135, -263, 1997, -513, -179200, -112560, 337050
46155, -280, 1705, -402, -150570, -6440, 495880
46175, -216, 1457, -361, -191310, 40320, 569520
46195, -154, 1349, -358, -218890, -17080, 449820
46215, -127, 1234, -328, -180320, -81760, 288190
46235, -132, 973, -240, -120330, -77560, 237020
46255, -128, 645, -146, -94430, -24080, 285530
46275, -100, 347, -76, -110320, 17290, 326900
46295, -70, 171, -37, -135660, 17920, 296940
46315, -57, 109, -24, -144550, -4620, 216090
46335, -68, 137, -26, -123130, -40600, 44730
46355, -112, 295, -43, -107310, -60060, -52360
46375, -154, 575, -104, -95970, -104860, -199920
46395, -166, 878, -194, -97650, -165900, -380590
46415, -131, 1150, -301, -115010, -190050, -493360
46435, -107, 1329, -371, -119980, -129780, -450940
46455, -160, 1424, -350, -92470, -10360, -296590
46475, -242, 1560, -324, -59150, 66780, -215460
46495, -309, 1949, -425, -37870, 19180, -366450
46515, -251, 1997, -646, -14770, -91210, -642880
46535, -166, 1997, -733, 18340, -78260, -693560
46555, -251, 1997, -575, 54110, 93450, -433090
46575, -316, 1997, -485, 67130, 193550, -289660
46595, -292, 1997, -541, 121800, 107100, -499310
46615, -188, 1979, -536, 207340, 27860, -688660
46635, -151, 1645, -432, 226520, 94990, -569870
46655, -177, 1218, -314, 187250, 222600, -321860
46675, -191, 971, -256, 170170, 286510, -213220
46695, -184, 838, -222, 223790, 273490, -274540
46715, -153, 703, -178, 297290, 241080, -364280
46735, -117, 529, -115, 313320, 229740, -376390
46755, -82, 336, -61, 258510, 241220, -312830
46775, -67, 234, -35, 169890, 260960, -224070
46795, -61, 212, -28, 81620, 278250, -147140
46815, -70, 290, -31, -2100, 291270, -85120
46835, -102, 520, -73, -102480, 299810, -23940
46855, -153, 803, -200, -269290, 299040, 58380
46875, -192, 1031, -410, -534800, 283220, 168000
46895, -152, 971, -446, -787360, 255500, 253470
46915, -186, 1160, -393, -762020, 236740, 219100
46935, -248, 1811, -307, -337470, 234080, 10290
46955, -176, 1997, -414, 2660, 193060, -246960
46975, -97, 1997, -821, -298480, 99960, -353920
46995, -133, 1871, -771, -873110, 83020, -250950
47015, -318, 1997, -483, -764680, 208320, -127050
47035, -273, 1997, -352, -100100, 311640, -214620
47055, -75, 1997, -651, -13300, 205100, -470470
47075, -93, 1585, -681, -546070, 70700, -629090
47095, -253, 1407, -434, -612360, 192850, -523740
47115, -310, 1246, -195, -99960, 425460, -355390
47135, -259, 1087, -141, 229390, 499380, -340690
47155, -187, 925, -219, 129290, 380800, -506030
47175, -115, 743, -269, -132650, 265650, -675430
47195, -116, 505, -226, -28700, 390530, -511910
47215, -133, 265, -131, 83580, 528290, -299880
47235, -136, 151, -91, 120120, 605640, -156800
