T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
209733, -644, 1989, -256, 44870, 253190, 1165360
209753, -315, 1877, -350, -135380, 22750, 780080
209773, -60, 1997, -848, -309960, -448630, 19670
209793, 30, 1997, -793, -94500, -412650, 52710
209813, -304, 1997, -334, 330820, 8890, 681660
209833, -366, 1247, -46, 279930, 206640, 964950
209853, -223, 827, -152, -93030, -38850, 596260
209873, -128, 671, -275, -245560, -365820, 90090
209893, -49, 506, -273, -107660, -471450, -125440
209913, -15, 374, -205, 152320, -400400, -93310
209933, -13, 278, -115, 376670, -283220, 24780
209953, -31, 286, -56, 480480, -200410, 121590
209973, -70, 421, -14, 477050, -162400, 183890
209993, -138, 538, 32, 360500, -165130, 231280
210013, -185, 462, -3, 79590, -225540, 262990
210033, -247, 624, -108, -266770, -337960, 258650
210053, -310, 1068, -351, -543690, -468300, 223930
210073, -253, 1212, -526, -746830, -601300, 168700
210093, -158, 1385, -592, -686140, -671230, 118300
210113, -120, 1959, -555, -255430, -618800, 117600
210133, -275, 1997, -522, 93240, -483210, 246400
210153, -482, 1997, -656, -130410, -355670, 534800
210173, -450, 1687, -650, -581420, -349650, 763980
210193, -188, 1912, -621, -487410, -477750, 674870
210213, -119, 1997, -644, 31570, -594230, 396060
210233, -240, 1997, -541, 230860, -564830, 369810
210253, -314, 1532, -353, 74830, -395220, 688800
210273, -243, 1122, -263, 16870, -304360, 864640
210293, -201, 1131, -343, 157570, -417410, 607600
210313, -138, 1045, -393, 265440, -603960, 203910
210333, -78, 758, -309, 255710, -674590, 36120
210353, -64, 458, -180, 267680, -602420, 120820
210373, -76, 275, -83, 336630, -495390, 245560
210393, -99, 256, -42, 379540, -435610, 284200
210413, -135, 325, -26, 353780, -432180, 251160
210433, -162, 432, -59, 248500, -468370, 192710
210453, -185, 580, -151, 52150, -528430, 145670
210473, -205, 863, -323, -190470, -580440, 152810
210493, -204, 974, -444, -393050, -587370, 251020
210513, -181, 1009, -359, -440230, -514360, 461720
210533, -199, 1254, -230, -187040, -367500, 685440
210553, -242, 1674, -253, 202720, -257460, 717570
210573, -205, 1969, -563, 291410, -301420, 521360
210593, -130, 1843, -689, -230370, -400960, 462280
210613, -155, 1997, -483, 195230, -208250, 680890
210633, -214, 1997, -309, 611800, -108150, 630140
210653, -162, 1997, -506, 342790, -231840, 355390
210673, -68, 1738, -650, -64960, -323470, 242690
210693, -53, 1573, -491, 165060, -208460, 354760
